%Bassin de Beterou				
%code lacune 	-9999			
%surface bassin	10080	km2		
%coordonnées (lat, lon)	9.199	2.267		
%date	annee	P	ETP	Q m3 /s

02   04   07 06   00	2007	7.13	4.2	0
03   04   07 06   00	2007	0	3.13	0
04   04   07 06   00	2007	0	4.7	0
05   04   07 06   00	2007	7.06	4.9	0
06   04   07 06   00	2007	0.07	1.65	0
07   04   07 06   00	2007	20.26	4.98	0
08   04   07 06   00	2007	2.07	1.46	0
09   04   07 06   00	2007	0.02	5.24	0
10   04   07 06   00	2007	0	5.25	0
11   04   07 06   00	2007	0	4.87	0
12   04   07 06   00	2007	0	4.13	0
13   04   07 06   00	2007	5.78	4.37	0
14   04   07 06   00	2007	0.03	3.15	0
15   04   07 06   00	2007	0.34	4.81	0
16   04   07 06   00	2007	5.27	4.96	0
17   04   07 06   00	2007	4.07	4.56	0
18   04   07 06   00	2007	9.75	5.64	0
19   04   07 06   00	2007	0.38	4.1	0
20   04   07 06   00	2007	5.19	4.83	0
21   04   07 06   00	2007	0.01	5.21	0
22   04   07 06   00	2007	4.95	4.15	0
23   04   07 06   00	2007	19.73	4.45	0
24   04   07 06   00	2007	0.55	3.3	0
25   04   07 06   00	2007	0.01	5.6	0
26   04   07 06   00	2007	2.09	4.43	0
27   04   07 06   00	2007	2.09	4.61	0
28   04   07 06   00	2007	5.4	2.43	0
29   04   07 06   00	2007	1.58	3.81	0
30   04   07 06   00	2007	0.11	4.31	0
01   05   07 06   00	2007	0	4.8	0
02   05   07 06   00	2007	38.9	4.34	0.81
03   05   07 06   00	2007	0.33	4.53	1.36
04   05   07 06   00	2007	6.66	3.89	4.6
05   05   07 06   00	2007	0.21	4.66	5.7
06   05   07 06   00	2007	0.38	4.04	4.31
07   05   07 06   00	2007	3.01	4.49	3.51
08   05   07 06   00	2007	3.99	4.13	3.02
09   05   07 06   00	2007	0.03	4.01	2.72
10   05   07 06   00	2007	0.01	4.06	2.45
11   05   07 06   00	2007	0.19	4.22	2.27
12   05   07 06   00	2007	0	4.15	2.11
13   05   07 06   00	2007	0	4.53	1.96
14   05   07 06   00	2007	33.31	4.21	1.82
15   05   07 06   00	2007	2.44	4.12	1.77
16   05   07 06   00	2007	0.04	4.58	1.75
17   05   07 06   00	2007	0	3.61	1.64
18   05   07 06   00	2007	0.08	3.38	4.78
19   05   07 06   00	2007	8.26	3.53	10.72
20   05   07 06   00	2007	1.01	3.8	8.07
21   05   07 06   00	2007	11.99	3.85	6.68
22   05   07 06   00	2007	1.16	3.75	6.3
23   05   07 06   00	2007	16.04	4.25	5.29
24   05   07 06   00	2007	0.57	4.02	4.27
25   05   07 06   00	2007	0	4.26	4
26   05   07 06   00	2007	0.03	4.2	3.54
27   05   07 06   00	2007	0.08	3.25	3.11
28   05   07 06   00	2007	6.67	3.4	3.07
29   05   07 06   00	2007	0.03	4.17	3.08
30   05   07 06   00	2007	20.16	3.7	3.32
31   05   07 06   00	2007	0.72	3.64	3.63
01   06   07 06   00	2007	0.06	3.33	3.45
02   06   07 06   00	2007	21.25	3.33	3.41
03   06   07 06   00	2007	2.65	3.94	3.55
04   06   07 06   00	2007	0.01	3.9	3.35
05   06   07 06   00	2007	4.33	3.27	3.23
06   06   07 06   00	2007	1.08	3.65	3.12
07   06   07 06   00	2007	2.28	3.8	3.02
08   06   07 06   00	2007	6.43	3.85	2.96
09   06   07 06   00	2007	0.11	4.17	3.1
10   06   07 06   00	2007	2.46	3.55	3.11
11   06   07 06   00	2007	0.2	2.87	2.96
12   06   07 06   00	2007	0.19	3.32	2.85
13   06   07 06   00	2007	0.02	3.39	2.79
14   06   07 06   00	2007	0.4	2.96	2.79
15   06   07 06   00	2007	0.02	3.32	2.79
16   06   07 06   00	2007	0.02	3.38	2.77
17   06   07 06   00	2007	15.28	3.37	2.69
18   06   07 06   00	2007	0.01	3.57	2.61
19   06   07 06   00	2007	0.03	3.04	2.44
20   06   07 06   00	2007	7.58	3.36	2.37
21   06   07 06   00	2007	1.15	3.51	2.3
22   06   07 06   00	2007	0.02	3.14	2.23
23   06   07 06   00	2007	0	3.5	2.16
24   06   07 06   00	2007	4.34	3.92	2.11
25   06   07 06   00	2007	3.45	3.39	2.09
26   06   07 06   00	2007	0.02	4.17	2.02
27   06   07 06   00	2007	0.2	4.34	1.95
28   06   07 06   00	2007	22.19	3.56	1.92
29   06   07 06   00	2007	6.52	2.29	2.77
30   06   07 06   00	2007	0.42	3.53	2.61
01   07   07 06   00	2007	6.01	2.98	2.32
02   07   07 06   00	2007	4.48	1.35	2.41
03   07   07 06   00	2007	4	2.65	3.16
04   07   07 06   00	2007	6.49	4.39	3.2
05   07   07 06   00	2007	4.35	2.96	3.17
06   07   07 06   00	2007	0.12	3.35	3.79
07   07   07 06   00	2007	0	3.62	4.01
08   07   07 06   00	2007	0.01	3.72	3.45
09   07   07 06   00	2007	0.61	2.72	3.1
10   07   07 06   00	2007	0.67	2.52	2.88
11   07   07 06   00	2007	0	3.19	2.71
12   07   07 06   00	2007	1.76	3.39	2.53
13   07   07 06   00	2007	1.46	2.99	2.45
14   07   07 06   00	2007	13.04	2.85	2.37
15   07   07 06   00	2007	10.04	1.13	2.3
16   07   07 06   00	2007	8.94	1.93	2.23
17   07   07 06   00	2007	7	1.65	2.16
18   07   07 06   00	2007	10.59	3.53	2.11
19   07   07 06   00	2007	0.21	3.14	2.26
20   07   07 06   00	2007	0.37	3.34	3.29
21   07   07 06   00	2007	18.37	1.62	3.98
22   07   07 06   00	2007	14.38	3.75	4.92
23   07   07 06   00	2007	6.7	2.09	7.97
24   07   07 06   00	2007	0.13	2.78	7.78
25   07   07 06   00	2007	3.3	4.15	8.46
26   07   07 06   00	2007	11.07	0.77	16.74
27   07   07 06   00	2007	16.52	3.6	19.24
28   07   07 06   00	2007	3.67	1.6	14.97
29   07   07 06   00	2007	3.37	3.03	14.09
30   07   07 06   00	2007	6.37	4.98	15.95
31   07   07 06   00	2007	13.94	3.78	16.86
01   08   07 06   00	2007	10.91	1.54	18.58
02   08   07 06   00	2007	8.26	2.04	22.17
03   08   07 06   00	2007	2.51	0.88	31.77
04   08   07 06   00	2007	0.23	4.36	43.15
05   08   07 06   00	2007	0.37	3.05	40.16
06   08   07 06   00	2007	1.13	2.13	34.88
07   08   07 06   00	2007	0.57	1.89	28.51
08   08   07 06   00	2007	2.08	3.83	24.39
09   08   07 06   00	2007	16.41	1.33	22.13
10   08   07 06   00	2007	1.95	3.96	19.89
11   08   07 06   00	2007	2.37	1.92	21.86
12   08   07 06   00	2007	8.43	0.82	36.87
13   08   07 06   00	2007	4.85	4.31	29.49
14   08   07 06   00	2007	25.14	0.65	31.28
15   08   07 06   00	2007	4.86	2.77	43.99
16   08   07 06   00	2007	1.37	2.2	61.62
17   08   07 06   00	2007	27.26	4.21	77.24
18   08   07 06   00	2007	0.04	1.71	62.49
19   08   07 06   00	2007	0.83	2.99	51.45
20   08   07 06   00	2007	19.31	3.06	53.02
21   08   07 06   00	2007	20.39	0.4	67.48
22   08   07 06   00	2007	7.91	3.01	78.53
23   08   07 06   00	2007	0.12	2.99	103.5
24   08   07 06   00	2007	9.41	1.63	126.38
25   08   07 06   00	2007	11.92	2.71	127.55
26   08   07 06   00	2007	7.25	2.56	116.36
27   08   07 06   00	2007	9.29	2.12	132.5
28   08   07 06   00	2007	17.63	0.82	150.55
29   08   07 06   00	2007	19.92	3.76	166.3
30   08   07 06   00	2007	10.12	3.87	204.05
31   08   07 06   00	2007	3.67	3.05	255.01
01   09   07 06   00	2007	48.4	3.18	296.57
02   09   07 06   00	2007	8.79	2.16	327.02
03   09   07 06   00	2007	0.86	3.33	346.06
04   09   07 06   00	2007	9.49	1.73	361.56
05   09   07 06   00	2007	18.47	3.93	378.53
06   09   07 06   00	2007	25.4	2.47	397.29
07   09   07 06   00	2007	12.68	1.64	412.91
08   09   07 06   00	2007	1.35	4.01	423.07
09   09   07 06   00	2007	19.51	4.29	435.36
10   09   07 06   00	2007	16.81	2.89	443.38
11   09   07 06   00	2007	4.86	2.49	450.94
12   09   07 06   00	2007	1.28	4.37	461.71
13   09   07 06   00	2007	8.09	4.23	473.31
14   09   07 06   00	2007	11.04	3.48	477.24
15   09   07 06   00	2007	0.48	3.26	477.91
16   09   07 06   00	2007	6.28	4.09	461.59
17   09   07 06   00	2007	4.79	3.87	411.97
18   09   07 06   00	2007	6.86	2.44	290.85
19   09   07 06   00	2007	26.3	2.71	238.59
20   09   07 06   00	2007	1.32	4.75	245.97
21   09   07 06   00	2007	0.41	3.13	273.65
22   09   07 06   00	2007	11.68	4.35	280.83
23   09   07 06   00	2007	10.54	3.94	280.48
24   09   07 06   00	2007	2.96	2.91	265.46
25   09   07 06   00	2007	10.56	4.84	248.43
26   09   07 06   00	2007	23.84	4.13	243.78
27   09   07 06   00	2007	0.17	4.03	259.64
28   09   07 06   00	2007	2.6	4.05	263.77
29   09   07 06   00	2007	7.77	4.59	261
30   09   07 06   00	2007	0.28	3.23	243.38
01   10   07 06   00	2007	2.16	4.65	208.14
02   10   07 06   00	2007	2.89	4.93	191.45
03   10   07 06   00	2007	0.03	3.64	163.38
04   10   07 06   00	2007	0.05	3.53	140.87
05   10   07 06   00	2007	2.09	3.78	122.16
06   10   07 06   00	2007	10.47	3.86	105.74
07   10   07 06   00	2007	8.76	4.24	101.69
08   10   07 06   00	2007	2.66	3.66	116.62
09   10   07 06   00	2007	4.19	3.55	126.95
10   10   07 06   00	2007	0.2	3.4	117.69
11   10   07 06   00	2007	2.95	3.86	97.82
12   10   07 06   00	2007	0.1	3.89	88.3
13   10   07 06   00	2007	0.06	3.87	71.29
14   10   07 06   00	2007	0.06	4.46	60.21
15   10   07 06   00	2007	0.06	2.11	52.51
16   10   07 06   00	2007	0.22	3.94	47.26
17   10   07 06   00	2007	0.08	4.06	43.46
18   10   07 06   00	2007	0.37	3.9	40.31
19   10   07 06   00	2007	0.05	4.19	37.23
20   10   07 06   00	2007	5.46	3.61	34.05
21   10   07 06   00	2007	14.84	2.81	31.07
22   10   07 06   00	2007	1.3	2.65	33.88
23   10   07 06   00	2007	0.03	4.41	39.5
24   10   07 06   00	2007	0.15	3.67	40.93
25   10   07 06   00	2007	0.02	3.27	41.24
26   10   07 06   00	2007	0.02	3.78	36.16
27   10   07 06   00	2007	7.99	3.71	31.14
28   10   07 06   00	2007	0.13	3.35	31.23
29   10   07 06   00	2007	1.69	3.99	29.6
30   10   07 06   00	2007	0	3.77	27.5
31   10   07 06   00	2007	2.36	3.93	26.31
01   11   07 06   00	2007	0.08	3.66	26.03
02   11   07 06   00	2007	0.07	4.29	23.56
03   11   07 06   00	2007	0.04	3.67	20.68
04   11   07 06   00	2007	0.26	3.5	18.66
05   11   07 06   00	2007	0.08	3.84	17.01
06   11   07 06   00	2007	0.28	3.59	15.61
07   11   07 06   00	2007	0.01	3.11	14.5
08   11   07 06   00	2007	0.08	3.91	13.66
09   11   07 06   00	2007	0.31	2.45	12.45
10   11   07 06   00	2007	0	4	11.49
11   11   07 06   00	2007	0	1.85	10.01
12   11   07 06   00	2007	0	4.11	8.99
13   11   07 06   00	2007	0	3.26	9.43
14   11   07 06   00	2007	0.04	3.48	7.86
15   11   07 06   00	2007	0	2.77	7.01
16   11   07 06   00	2007	2.94	2.46	6.65
17   11   07 06   00	2007	2.69	2.83	6.38
18   11   07 06   00	2007	0.03	3.69	6.32
19   11   07 06   00	2007	0.07	3.89	6.56
20   11   07 06   00	2007	0.04	3.33	6.22
21   11   07 06   00	2007	0.02	3.71	5.47
22   11   07 06   00	2007	0.77	3.54	5.18
23   11   07 06   00	2007	0.08	3.33	5.07
24   11   07 06   00	2007	0	3.46	5.11
25   11   07 06   00	2007	0	3.28	4.96
26   11   07 06   00	2007	0	2.86	4.72
27   11   07 06   00	2007	0	2.83	4.45
28   11   07 06   00	2007	0.06	2.56	4.29
29   11   07 06   00	2007	0.07	2.19	4.06
30   11   07 06   00	2007	1.3	2.83	3.88
01   12   07 06   00	2007	0	2.98	3.77
02   12   07 06   00	2007	0	3.06	3.67
03   12   07 06   00	2007	0.51	2.31	3.49
04   12   07 06   00	2007	0.03	1.55	3.39
05   12   07 06   00	2007	2.95	1.47	3.26
06   12   07 06   00	2007	0	2.86	3.14
07   12   07 06   00	2007	0	2.38	3.04
08   12   07 06   00	2007	0	2.76	2.96
09   12   07 06   00	2007	0	1.87	2.82
10   12   07 06   00	2007	5.78	2.26	2.77
11   12   07 06   00	2007	0	2.77	2.63
12   12   07 06   00	2007	0	3.84	2.62
13   12   07 06   00	2007	0	3.17	2.55
14   12   07 06   00	2007	0	2.63	2.55
15   12   07 06   00	2007	0	2.8	2.55
16   12   07 06   00	2007	0	2.63	2.55
17   12   07 06   00	2007	0	1.97	2.55
18   12   07 06   00	2007	0	2.34	2.55
19   12   07 06   00	2007	0	2.09	2.55
20   12   07 06   00	2007	0	2.84	2.55
21   12   07 06   00	2007	0	3.91	2.55
22   12   07 06   00	2007	0	3.27	2.55
23   12   07 06   00	2007	0	3.34	2.55
24   12   07 06   00	2007	0	3.15	2.55
25   12   07 06   00	2007	0	2.42	2.55
26   12   07 06   00	2007	0	2.1	2.55
27   12   07 06   00	2007	0	2.4	2.53
28   12   07 06   00	2007	0	2.22	2.47
29   12   07 06   00	2007	0	2.46	2.47
30   12   07 06   00	2007	0	1.59	2.47
02   01   08 06   00	2008	0	2.63	1.59
03   01   08 06   00	2008	0	2.78	1.59
04   01   08 06   00	2008	0	3.14	1.59
05   01   08 06   00	2008	0	2.07	1.56
06   01   08 06   00	2008	0	1.99	1.53
07   01   08 06   00	2008	0	2.56	1.5
08   01   08 06   00	2008	0	2.07	1.48
09   01   08 06   00	2008	0	2.94	1.48
10   01   08 06   00	2008	0	3.19	1.48
11   01   08 06   00	2008	0	2.65	1.44
12   01   08 06   00	2008	0	3.61	1.42
13   01   08 06   00	2008	0	2.75	1.42
14   01   08 06   00	2008	0	2.65	1.39
15   01   08 06   00	2008	0	2.37	1.33
16   01   08 06   00	2008	0	2.87	1.23
17   01   08 06   00	2008	0	3.1	1.13
18   01   08 06   00	2008	0	4.17	1.11
19   01   08 06   00	2008	0	3.67	1.07
20   01   08 06   00	2008	0	3.15	1.02
21   01   08 06   00	2008	0	4.34	0.99
22   01   08 06   00	2008	0	4.41	0.98
23   01   08 06   00	2008	0	4.15	0.98
24   01   08 06   00	2008	0	3.85	0.98
25   01   08 06   00	2008	0	3.52	0.93
26   01   08 06   00	2008	0	3.82	0.86
27   01   08 06   00	2008	0	4.68	0.84
28   01   08 06   00	2008	0	4.8	0.81
29   01   08 06   00	2008	0	4.87	0.56
30   01   08 06   00	2008	0	4.23	0
31   01   08 06   00	2008	0	4.04	0
01   02   08 06   00	2008	0	4.59	0
02   02   08 06   00	2008	0	3.43	0
03   02   08 06   00	2008	0	3.12	0
04   02   08 06   00	2008	0	3.18	0
05   02   08 06   00	2008	0	3.07	0
06   02   08 06   00	2008	0	2.44	0
07   02   08 06   00	2008	0	3.32	0
08   02   08 06   00	2008	0	3.79	0
09   02   08 06   00	2008	0	3.44	0
10   02   08 06   00	2008	0	3.08	0
11   02   08 06   00	2008	0	4.69	0
12   02   08 06   00	2008	0	4.83	0
13   02   08 06   00	2008	0	4.79	0
14   02   08 06   00	2008	0	5.05	0
15   02   08 06   00	2008	0	4.13	0
16   02   08 06   00	2008	0	4.11	0
17   02   08 06   00	2008	0	4.72	0
18   02   08 06   00	2008	0	5.27	0
19   02   08 06   00	2008	0	5.31	0
20   02   08 06   00	2008	0	5.38	0
21   02   08 06   00	2008	0	4.38	0
22   02   08 06   00	2008	0	4.07	0
23   02   08 06   00	2008	0.17	3.5	0
24   02   08 06   00	2008	0.02	3.76	0
25   02   08 06   00	2008	0	3.93	0
26   02   08 06   00	2008	0.01	3.09	0
27   02   08 06   00	2008	0	3.67	0
28   02   08 06   00	2008	0.15	3.92	0
29   02   08 06   00	2008	0	2.98	0
01   03   08 06   00	2008	0.6	3.3	0
02   03   08 06   00	2008	0	3.93	0
03   03   08 06   00	2008	0	4.12	0
04   03   08 06   00	2008	0.13	3.82	0
05   03   08 06   00	2008	0.04	4.07	0
06   03   08 06   00	2008	0	3.9	0
07   03   08 06   00	2008	0.02	3.6	0
08   03   08 06   00	2008	0	3.86	0
09   03   08 06   00	2008	0	3.53	0
10   03   08 06   00	2008	0.26	3.87	0
11   03   08 06   00	2008	0.02	4.15	0
12   03   08 06   00	2008	2.3	3.92	0
13   03   08 06   00	2008	1.68	2.44	0
14   03   08 06   00	2008	0	3.24	0
15   03   08 06   00	2008	0	5.27	0
16   03   08 06   00	2008	1.63	4.31	0
17   03   08 06   00	2008	0	3.05	0
18   03   08 06   00	2008	0.01	4.25	0
19   03   08 06   00	2008	0	4.38	0
20   03   08 06   00	2008	0	4.5	0
21   03   08 06   00	2008	0	4.85	0
22   03   08 06   00	2008	1.28	4.37	0
23   03   08 06   00	2008	3.79	4.19	0
24   03   08 06   00	2008	2.49	4.05	0
25   03   08 06   00	2008	0	5.11	0
26   03   08 06   00	2008	0	4.81	0
27   03   08 06   00	2008	0	5.7	0
28   03   08 06   00	2008	0	4.75	0
29   03   08 06   00	2008	0	4.65	0
30   03   08 06   00	2008	0	5.01	0
31   03   08 06   00	2008	0	4.76	0
01   04   08 06   00	2008	4.11	4.08	0
02   04   08 06   00	2008	0.12	5.36	0
03   04   08 06   00	2008	1.7	4.87	0
04   04   08 06   00	2008	2.28	3.88	0
05   04   08 06   00	2008	1.07	2.51	0
06   04   08 06   00	2008	0	4.64	0
07   04   08 06   00	2008	0	4.91	0
08   04   08 06   00	2008	0.01	4.64	0
09   04   08 06   00	2008	0	2.72	0
10   04   08 06   00	2008	0	4.05	0
11   04   08 06   00	2008	0	4.14	0
12   04   08 06   00	2008	0	4.3	0
13   04   08 06   00	2008	0	4.62	0
14   04   08 06   00	2008	0.55	4.62	0
15   04   08 06   00	2008	0.35	4.51	0
16   04   08 06   00	2008	1.84	4.89	0
17   04   08 06   00	2008	1.83	4.91	0
18   04   08 06   00	2008	2.17	4.66	0
19   04   08 06   00	2008	0.06	3.93	0
20   04   08 06   00	2008	0	4.6	0
21   04   08 06   00	2008	0	5.04	0
22   04   08 06   00	2008	1.24	5.37	0
23   04   08 06   00	2008	3.31	5.05	0
24   04   08 06   00	2008	8.38	3.79	0
25   04   08 06   00	2008	30.07	5.98	0
26   04   08 06   00	2008	0.04	3.6	0
27   04   08 06   00	2008	14.46	5.24	0
28   04   08 06   00	2008	0.41	1.31	0
29   04   08 06   00	2008	0.04	4.24	0
30   04   08 06   00	2008	0	4.81	0
01   05   08 06   00	2008	0.48	4.13	0
02   05   08 06   00	2008	0	4.84	0
03   05   08 06   00	2008	8.48	4.11	0
04   05   08 06   00	2008	20.46	4.53	0
05   05   08 06   00	2008	0.06	2.45	0
06   05   08 06   00	2008	0.03	3.73	0
07   05   08 06   00	2008	0	3.69	0
08   05   08 06   00	2008	0	3.54	0
09   05   08 06   00	2008	0.47	5.01	0
10   05   08 06   00	2008	0	4.16	0
11   05   08 06   00	2008	0.13	4.25	0
12   05   08 06   00	2008	0.08	4.43	0
13   05   08 06   00	2008	9.58	5.03	0
14   05   08 06   00	2008	2.78	2.29	0
15   05   08 06   00	2008	3.28	3.83	0
16   05   08 06   00	2008	0.02	4.81	0
17   05   08 06   00	2008	21.01	3.47	2.51
18   05   08 06   00	2008	0.06	3.59	3.81
19   05   08 06   00	2008	8.66	0.56	2.54
20   05   08 06   00	2008	0.05	4.44	2.18
21   05   08 06   00	2008	3.81	4.77	1.98
22   05   08 06   00	2008	0.18	4.79	1.79
23   05   08 06   00	2008	0	4.16	1.65
24   05   08 06   00	2008	8	4.36	1.54
25   05   08 06   00	2008	6.11	4.44	1.43
26   05   08 06   00	2008	0.15	2.32	1.56
27   05   08 06   00	2008	0.45	3.44	1.52
28   05   08 06   00	2008	17.72	4.63	1.43
29   05   08 06   00	2008	0.66	4.74	1.94
30   05   08 06   00	2008	18.38	4.29	1.96
31   05   08 06   00	2008	1.16	2.29	5.77
01   06   08 06   00	2008	6.7	2.77	3.41
02   06   08 06   00	2008	0.01	5.13	2.82
03   06   08 06   00	2008	10.72	4.48	2.71
04   06   08 06   00	2008	7.25	2.11	3.65
05   06   08 06   00	2008	0.18	3.75	3.31
06   06   08 06   00	2008	6.55	4.59	2.66
07   06   08 06   00	2008	0.12	3.79	2.44
08   06   08 06   00	2008	0.04	4.92	2.26
09   06   08 06   00	2008	15.36	3.67	2.14
10   06   08 06   00	2008	0.06	2.42	2.3
11   06   08 06   00	2008	0.15	3.53	2.46
12   06   08 06   00	2008	6.31	3.7	2.55
13   06   08 06   00	2008	7.36	3.18	3.05
14   06   08 06   00	2008	0.08	1.67	3.54
15   06   08 06   00	2008	0.01	4.44	3.61
16   06   08 06   00	2008	0.04	4.55	3.42
17   06   08 06   00	2008	10.54	3.68	3.18
18   06   08 06   00	2008	11.61	4.33	3.11
19   06   08 06   00	2008	0.21	2.11	3.05
20   06   08 06   00	2008	0.71	4.7	3.05
21   06   08 06   00	2008	0	4.81	2.97
22   06   08 06   00	2008	0	4.23	2.76
23   06   08 06   00	2008	2.11	3.1	2.64
24   06   08 06   00	2008	9.55	3.33	2.53
25   06   08 06   00	2008	45.9	2.23	2.88
26   06   08 06   00	2008	2.1	2.08	6.05
27   06   08 06   00	2008	8.95	3.55	13.27
28   06   08 06   00	2008	17.51	3.96	11.08
29   06   08 06   00	2008	1.52	2.96	13.22
30   06   08 06   00	2008	50.6	3.18	19.96
01   07   08 06   00	2008	10.44	0.53	35.91
02   07   08 06   00	2008	0.29	2.3	132.38
03   07   08 06   00	2008	0.07	4.78	104.98
04   07   08 06   00	2008	1.85	3.8	68.93
05   07   08 06   00	2008	0.45	3.18	39.79
06   07   08 06   00	2008	4.38	3.93	25.35
07   07   08 06   00	2008	25.23	-0.11	21.87
08   07   08 06   00	2008	11.28	2.9	25.89
09   07   08 06   00	2008	3.97	2.91	72.08
10   07   08 06   00	2008	6.89	3.05	76.24
11   07   08 06   00	2008	0.59	3.57	61.27
12   07   08 06   00	2008	4.84	3.53	45.81
13   07   08 06   00	2008	0.6	3.71	39.49
14   07   08 06   00	2008	0.73	3.83	41.51
15   07   08 06   00	2008	20.47	3.65	45.15
16   07   08 06   00	2008	0.32	2.43	54.47
17   07   08 06   00	2008	0.81	3.24	55.81
18   07   08 06   00	2008	3.07	3.58	51.2
19   07   08 06   00	2008	25.54	1.93	61.06
20   07   08 06   00	2008	4.91	0.92	67.68
21   07   08 06   00	2008	1.21	3.04	53.74
22   07   08 06   00	2008	34.79	2.32	44.93
23   07   08 06   00	2008	8.04	2.28	86.84
24   07   08 06   00	2008	1.14	3.83	138.07
25   07   08 06   00	2008	3.79	2.96	135.52
26   07   08 06   00	2008	12.34	3.99	112.91
27   07   08 06   00	2008	28.84	2.9	111.4
28   07   08 06   00	2008	16.73	1.17	221.26
29   07   08 06   00	2008	0.2	3.31	197.6
30   07   08 06   00	2008	7.29	3.55	195.91
31   07   08 06   00	2008	5.9	4.27	213.48
01   08   08 06   00	2008	7.03	3.16	192.56
02   08   08 06   00	2008	7.31	2.95	186.76
03   08   08 06   00	2008	9.87	4.23	173.13
04   08   08 06   00	2008	13.14	0.95	173.5
05   08   08 06   00	2008	1.83	2.22	187.03
06   08   08 06   00	2008	2.54	3.08	210.59
07   08   08 06   00	2008	15.3	3.68	231.45
08   08   08 06   00	2008	32.14	2.22	230.74
09   08   08 06   00	2008	3.29	3.48	279.58
10   08   08 06   00	2008	0.72	2.36	317.11
11   08   08 06   00	2008	16.64	4.8	315.77
12   08   08 06   00	2008	22.01	3.28	326.38
13   08   08 06   00	2008	14.05	1.24	379.33
14   08   08 06   00	2008	5.56	2.81	389.94
15   08   08 06   00	2008	0.16	3.4	395.71
16   08   08 06   00	2008	20.83	2.92	384.22
17   08   08 06   00	2008	3.93	2.79	384.45
18   08   08 06   00	2008	2.5	2.28	383.23
19   08   08 06   00	2008	3.27	1.65	377.06
20   08   08 06   00	2008	14.31	2.7	347.49
21   08   08 06   00	2008	8.68	2.23	275.98
22   08   08 06   00	2008	11.27	2.42	243.99
23   08   08 06   00	2008	1.38	2.83	263.66
24   08   08 06   00	2008	0.13	3.92	254.65
25   08   08 06   00	2008	18.77	3.92	248.99
26   08   08 06   00	2008	10.74	1.31	246.12
27   08   08 06   00	2008	1.01	3.67	217.07
28   08   08 06   00	2008	6.77	2.07	204.9
29   08   08 06   00	2008	6.84	2.58	218.39
30   08   08 06   00	2008	2.46	3.13	207.19
31   08   08 06   00	2008	11.1	3.81	188.54
01   09   08 06   00	2008	3.75	2.4	184.72
02   09   08 06   00	2008	10.74	4.47	176.35
03   09   08 06   00	2008	10.27	4.33	174.46
04   09   08 06   00	2008	30.35	4.23	203.14
05   09   08 06   00	2008	16.92	1.1	248.85
06   09   08 06   00	2008	4.81	2.4	267.1
07   09   08 06   00	2008	0.16	2.23	269.4
08   09   08 06   00	2008	1.01	4.83	280.95
09   09   08 06   00	2008	2.53	3.79	273.6
10   09   08 06   00	2008	4.49	2.95	245.42
11   09   08 06   00	2008	10.57	3.29	218.3
12   09   08 06   00	2008	21.5	3.41	246.43
13   09   08 06   00	2008	4.79	3.56	316.55
14   09   08 06   00	2008	1.29	4.8	319.7
15   09   08 06   00	2008	13.77	0.94	296.63
16   09   08 06   00	2008	7.24	0.56	276.78
17   09   08 06   00	2008	0.19	2.13	259.27
18   09   08 06   00	2008	2.57	4.62	253
19   09   08 06   00	2008	11.09	4.41	234.88
20   09   08 06   00	2008	1.76	3.86	222.82
21   09   08 06   00	2008	3.24	4.03	202.18
22   09   08 06   00	2008	7.95	5.75	182.57
23   09   08 06   00	2008	20.75	4	193.44
24   09   08 06   00	2008	4.21	2.77	241.97
25   09   08 06   00	2008	6.57	4.48	226.64
26   09   08 06   00	2008	15.11	3.02	207.21
27   09   08 06   00	2008	4.21	3.62	215.87
28   09   08 06   00	2008	31.89	5.1	215.99
29   09   08 06   00	2008	0.69	3.51	248.7
30   09   08 06   00	2008	14.44	4.51	299.3
01   10   08 06   00	2008	0.78	3.4	337.6
02   10   08 06   00	2008	0.07	4.76	328.57
03   10   08 06   00	2008	1.65	5.08	274.86
04   10   08 06   00	2008	7.16	2.56	235.69
05   10   08 06   00	2008	7.99	3.83	221.82
06   10   08 06   00	2008	0.36	3.36	220.88
07   10   08 06   00	2008	15.52	4.22	220.74
08   10   08 06   00	2008	0.76	4.8	218.17
09   10   08 06   00	2008	1.25	4.57	219.63
10   10   08 06   00	2008	4.57	3.75	187.69
11   10   08 06   00	2008	2.75	4.5	173.43
12   10   08 06   00	2008	3.26	4.11	207.58
13   10   08 06   00	2008	17.91	4.19	154.78
14   10   08 06   00	2008	2.57	5.07	149.42
15   10   08 06   00	2008	1.83	4.77	155.28
16   10   08 06   00	2008	1.76	4.54	155.81
17   10   08 06   00	2008	17.15	4.18	151.8
18   10   08 06   00	2008	4.49	5.16	161.63
19   10   08 06   00	2008	0.23	4.5	157.16
20   10   08 06   00	2008	4.39	5	140.75
21   10   08 06   00	2008	1.32	4.82	127.87
22   10   08 06   00	2008	0.13	4.71	107.62
23   10   08 06   00	2008	0.1	5.01	91.14
24   10   08 06   00	2008	0.73	4.74	79.72
25   10   08 06   00	2008	0.02	4.56	70.59
26   10   08 06   00	2008	0.05	4.07	62.81
27   10   08 06   00	2008	0.1	3.95	56.11
28   10   08 06   00	2008	0.06	3.57	50.48
29   10   08 06   00	2008	0	4.25	46.25
30   10   08 06   00	2008	0.03	4.25	42.41
31   10   08 06   00	2008	0.02	3.72	38.76
01   11   08 06   00	2008	0.03	3.56	35.1
02   11   08 06   00	2008	0.02	2.84	32.18
